system,language,granularity,ref_grade,ref_clusters,ref_entities,axis,technique,metric,value,projection,source,tier
eshop,cs,target,GT-doc,9,19,A3,3,edges,30,edge-vs-full,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A3,3,edges_ref,14,edge-vs-reference,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A3,3,f1_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A3,3,precision_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A3,3,recall_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A3,5,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A3,5,edges,30,edge-vs-full,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A3,5,edges_ref,14,edge-vs-reference,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A3,5,f1_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A3,5,precision_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A3,5,recall_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A3,8,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A3,8,edges,30,edge-vs-full,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A3,8,edges_ref,14,edge-vs-reference,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A3,8,f1_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A3,8,precision_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A3,8,recall_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
itk,cpp,file,GT-pub,13,7657,A3,0,edge_f1,0.9787,edge-vs-full,rq3-ablation.json,oss
itk,cpp,file,GT-pub,13,7657,A3,0,edges,24,edge-vs-full,rq3-ablation.json,oss
itk,cpp,file,GT-pub,13,7657,A3,1,edge_f1,0.9787,edge-vs-full,rq3-ablation.json,oss
itk,cpp,file,GT-pub,13,7657,A3,1,edges,24,edge-vs-full,rq3-ablation.json,oss
itk,cpp,file,GT-pub,13,7657,A3,3,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
itk,cpp,file,GT-pub,13,7657,A3,3,edges,23,edge-vs-full,rq3-ablation.json,oss
itk,cpp,file,GT-pub,13,7657,A3,5,edge_f1,0.878,edge-vs-full,rq3-ablation.json,oss
itk,cpp,file,GT-pub,13,7657,A3,5,edges,18,edge-vs-full,rq3-ablation.json,oss
itk,cpp,file,GT-pub,13,7657,A3,8,edge_f1,0.878,edge-vs-full,rq3-ablation.json,oss
itk,cpp,file,GT-pub,13,7657,A3,8,edges,18,edge-vs-full,rq3-ablation.json,oss
libxml2,cpp,file,GT-pub,18,82,A3,0,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
libxml2,cpp,file,GT-pub,18,82,A3,0,edges,3,edge-vs-full,rq3-ablation.json,oss
libxml2,cpp,file,GT-pub,18,82,A3,1,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
libxml2,cpp,file,GT-pub,18,82,A3,1,edges,3,edge-vs-full,rq3-ablation.json,oss
libxml2,cpp,file,GT-pub,18,82,A3,3,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
libxml2,cpp,file,GT-pub,18,82,A3,3,edges,3,edge-vs-full,rq3-ablation.json,oss
libxml2,cpp,file,GT-pub,18,82,A3,5,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
libxml2,cpp,file,GT-pub,18,82,A3,5,edges,3,edge-vs-full,rq3-ablation.json,oss
libxml2,cpp,file,GT-pub,18,82,A3,8,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
libxml2,cpp,file,GT-pub,18,82,A3,8,edges,3,edge-vs-full,rq3-ablation.json,oss
nopcommerce,cs,target,GT-doc,17,37,A3,0,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
nopcommerce,cs,target,GT-doc,17,37,A3,0,edges,30,edge-vs-full,rq3-ablation.json,oss
nopcommerce,cs,target,GT-doc,17,37,A3,0,edges_ref,59,edge-vs-reference,rq3-ablation.json,oss
nopcommerce,cs,target,GT-doc,17,37,A3,0,f1_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
nopcommerce,cs,target,GT-doc,17,37,A3,0,precision_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
nopcommerce,cs,target,GT-doc,17,37,A3,0,recall_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
nopcommerce,cs,target,GT-doc,17,37,A3,1,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
nopcommerce,cs,target,GT-doc,17,37,A3,1,edges,30,edge-vs-full,rq3-ablation.json,oss
nopcommerce,cs,target,GT-doc,17,37,A3,1,edges_ref,59,edge-vs-reference,rq3-ablation.json,oss
nopcommerce,cs,target,GT-doc,17,37,A3,1,f1_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
nopcommerce,cs,target,GT-doc,17,37,A3,1,precision_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
nopcommerce,cs,target,GT-doc,17,37,A3,1,recall_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
nopcommerce,cs,target,GT-doc,17,37,A3,3,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
nopcommerce,cs,target,GT-doc,17,37,A3,3,edges,30,edge-vs-full,rq3-ablation.json,oss
nopcommerce,cs,target,GT-doc,17,37,A3,3,edges_ref,59,edge-vs-reference,rq3-ablation.json,oss
nopcommerce,cs,target,GT-doc,17,37,A3,3,f1_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
nopcommerce,cs,target,GT-doc,17,37,A3,3,precision_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
nopcommerce,cs,target,GT-doc,17,37,A3,3,recall_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
nopcommerce,cs,target,GT-doc,17,37,A3,5,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
nopcommerce,cs,target,GT-doc,17,37,A3,5,edges,30,edge-vs-full,rq3-ablation.json,oss
nopcommerce,cs,target,GT-doc,17,37,A3,5,edges_ref,59,edge-vs-reference,rq3-ablation.json,oss
nopcommerce,cs,target,GT-doc,17,37,A3,5,f1_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
nopcommerce,cs,target,GT-doc,17,37,A3,5,precision_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
nopcommerce,cs,target,GT-doc,17,37,A3,5,recall_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
nopcommerce,cs,target,GT-doc,17,37,A3,8,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
nopcommerce,cs,target,GT-doc,17,37,A3,8,edges,30,edge-vs-full,rq3-ablation.json,oss
nopcommerce,cs,target,GT-doc,17,37,A3,8,edges_ref,58,edge-vs-reference,rq3-ablation.json,oss
nopcommerce,cs,target,GT-doc,17,37,A3,8,f1_ref,0.9915,edge-vs-reference,rq3-ablation.json,oss
nopcommerce,cs,target,GT-doc,17,37,A3,8,precision_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
nopcommerce,cs,target,GT-doc,17,37,A3,8,recall_ref,0.9831,edge-vs-reference,rq3-ablation.json,oss
opencv,cpp,file,GT-doc,14,1087,A3,0,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
opencv,cpp,file,GT-doc,14,1087,A3,0,edges,9,edge-vs-full,rq3-ablation.json,oss
opencv,cpp,file,GT-doc,14,1087,A3,1,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
opencv,cpp,file,GT-doc,14,1087,A3,1,edges,9,edge-vs-full,rq3-ablation.json,oss
opencv,cpp,file,GT-doc,14,1087,A3,3,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
opencv,cpp,file,GT-doc,14,1087,A3,3,edges,9,edge-vs-full,rq3-ablation.json,oss
opencv,cpp,file,GT-doc,14,1087,A3,5,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
opencv,cpp,file,GT-doc,14,1087,A3,5,edges,9,edge-vs-full,rq3-ablation.json,oss
opencv,cpp,file,GT-doc,14,1087,A3,8,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
opencv,cpp,file,GT-doc,14,1087,A3,8,edges,9,edge-vs-full,rq3-ablation.json,oss
orchardcore,cs,target,GT-doc,34,207,A3,0,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
orchardcore,cs,target,GT-doc,34,207,A3,0,edges,72,edge-vs-full,rq3-ablation.json,oss
orchardcore,cs,target,GT-doc,34,207,A3,0,edges_ref,105,edge-vs-reference,rq3-ablation.json,oss
orchardcore,cs,target,GT-doc,34,207,A3,0,f1_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
orchardcore,cs,target,GT-doc,34,207,A3,0,precision_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
orchardcore,cs,target,GT-doc,34,207,A3,0,recall_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
orchardcore,cs,target,GT-doc,34,207,A3,1,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
orchardcore,cs,target,GT-doc,34,207,A3,1,edges,72,edge-vs-full,rq3-ablation.json,oss
orchardcore,cs,target,GT-doc,34,207,A3,1,edges_ref,105,edge-vs-reference,rq3-ablation.json,oss
orchardcore,cs,target,GT-doc,34,207,A3,1,f1_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
orchardcore,cs,target,GT-doc,34,207,A3,1,precision_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
orchardcore,cs,target,GT-doc,34,207,A3,1,recall_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
orchardcore,cs,target,GT-doc,34,207,A3,3,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
orchardcore,cs,target,GT-doc,34,207,A3,3,edges,72,edge-vs-full,rq3-ablation.json,oss
orchardcore,cs,target,GT-doc,34,207,A3,3,edges_ref,105,edge-vs-reference,rq3-ablation.json,oss
orchardcore,cs,target,GT-doc,34,207,A3,3,f1_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
orchardcore,cs,target,GT-doc,34,207,A3,3,precision_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
orchardcore,cs,target,GT-doc,34,207,A3,3,recall_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
orchardcore,cs,target,GT-doc,34,207,A3,5,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
orchardcore,cs,target,GT-doc,34,207,A3,5,edges,72,edge-vs-full,rq3-ablation.json,oss
orchardcore,cs,target,GT-doc,34,207,A3,5,edges_ref,105,edge-vs-reference,rq3-ablation.json,oss
orchardcore,cs,target,GT-doc,34,207,A3,5,f1_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
orchardcore,cs,target,GT-doc,34,207,A3,5,precision_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
orchardcore,cs,target,GT-doc,34,207,A3,5,recall_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
orchardcore,cs,target,GT-doc,34,207,A3,8,edge_f1,0.993,edge-vs-full,rq3-ablation.json,oss
orchardcore,cs,target,GT-doc,34,207,A3,8,edges,71,edge-vs-full,rq3-ablation.json,oss
orchardcore,cs,target,GT-doc,34,207,A3,8,edges_ref,105,edge-vs-reference,rq3-ablation.json,oss
orchardcore,cs,target,GT-doc,34,207,A3,8,f1_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
orchardcore,cs,target,GT-doc,34,207,A3,8,precision_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
orchardcore,cs,target,GT-doc,34,207,A3,8,recall_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
abseil,cpp,file,GT-exp,21,809,A4,off,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
abseil,cpp,file,GT-exp,21,809,A4,off,edges,83,edge-vs-full,rq3-ablation.json,oss
abseil,cpp,file,GT-exp,21,809,A4,on,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
abseil,cpp,file,GT-exp,21,809,A4,on,edges,83,edge-vs-full,rq3-ablation.json,oss
bash,cpp,file,GT-pub,14,373,A4,off,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
bash,cpp,file,GT-pub,14,373,A4,off,edges,17,edge-vs-full,rq3-ablation.json,oss
bash,cpp,file,GT-pub,14,373,A4,on,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
bash,cpp,file,GT-pub,14,373,A4,on,edges,17,edge-vs-full,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A4,off,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A4,off,edges,30,edge-vs-full,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A4,off,edges_ref,14,edge-vs-reference,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A4,off,f1_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A4,off,precision_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A4,off,recall_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A4,on,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A4,on,edges,30,edge-vs-full,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A4,on,edges_ref,14,edge-vs-reference,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A4,on,f1_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A4,on,precision_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A4,on,recall_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
itk,cpp,file,GT-pub,13,7657,A4,off,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
itk,cpp,file,GT-pub,13,7657,A4,off,edges,23,edge-vs-full,rq3-ablation.json,oss
itk,cpp,file,GT-pub,13,7657,A4,on,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
itk,cpp,file,GT-pub,13,7657,A4,on,edges,23,edge-vs-full,rq3-ablation.json,oss
libxml2,cpp,file,GT-pub,18,82,A4,off,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
libxml2,cpp,file,GT-pub,18,82,A4,off,edges,3,edge-vs-full,rq3-ablation.json,oss
libxml2,cpp,file,GT-pub,18,82,A4,on,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
libxml2,cpp,file,GT-pub,18,82,A4,on,edges,3,edge-vs-full,rq3-ablation.json,oss
nopcommerce,cs,target,GT-doc,17,37,A4,off,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
nopcommerce,cs,target,GT-doc,17,37,A4,off,edges,30,edge-vs-full,rq3-ablation.json,oss
nopcommerce,cs,target,GT-doc,17,37,A4,off,edges_ref,59,edge-vs-reference,rq3-ablation.json,oss
nopcommerce,cs,target,GT-doc,17,37,A4,off,f1_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
nopcommerce,cs,target,GT-doc,17,37,A4,off,precision_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
nopcommerce,cs,target,GT-doc,17,37,A4,off,recall_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
nopcommerce,cs,target,GT-doc,17,37,A4,on,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
nopcommerce,cs,target,GT-doc,17,37,A4,on,edges,30,edge-vs-full,rq3-ablation.json,oss
nopcommerce,cs,target,GT-doc,17,37,A4,on,edges_ref,59,edge-vs-reference,rq3-ablation.json,oss
nopcommerce,cs,target,GT-doc,17,37,A4,on,f1_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
nopcommerce,cs,target,GT-doc,17,37,A4,on,precision_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
nopcommerce,cs,target,GT-doc,17,37,A4,on,recall_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
opencv,cpp,file,GT-doc,14,1087,A4,off,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
opencv,cpp,file,GT-doc,14,1087,A4,off,edges,9,edge-vs-full,rq3-ablation.json,oss
opencv,cpp,file,GT-doc,14,1087,A4,on,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
opencv,cpp,file,GT-doc,14,1087,A4,on,edges,9,edge-vs-full,rq3-ablation.json,oss
orchardcore,cs,target,GT-doc,34,207,A4,off,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
orchardcore,cs,target,GT-doc,34,207,A4,off,edges,72,edge-vs-full,rq3-ablation.json,oss
orchardcore,cs,target,GT-doc,34,207,A4,off,edges_ref,105,edge-vs-reference,rq3-ablation.json,oss
orchardcore,cs,target,GT-doc,34,207,A4,off,f1_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
orchardcore,cs,target,GT-doc,34,207,A4,off,precision_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
orchardcore,cs,target,GT-doc,34,207,A4,off,recall_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
orchardcore,cs,target,GT-doc,34,207,A4,on,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
orchardcore,cs,target,GT-doc,34,207,A4,on,edges,72,edge-vs-full,rq3-ablation.json,oss
orchardcore,cs,target,GT-doc,34,207,A4,on,edges_ref,105,edge-vs-reference,rq3-ablation.json,oss
orchardcore,cs,target,GT-doc,34,207,A4,on,f1_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
orchardcore,cs,target,GT-doc,34,207,A4,on,precision_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
orchardcore,cs,target,GT-doc,34,207,A4,on,recall_ref,1.0,edge-vs-reference,rq3-ablation.json,oss
abseil,cpp,file,GT-exp,21,809,A5,t0,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
abseil,cpp,file,GT-exp,21,809,A5,t0,edges,102,edge-vs-full,rq3-ablation.json,oss
abseil,cpp,file,GT-exp,21,809,A5,t0,edges_saved,0,edge-vs-full,rq3-ablation.json,oss
abseil,cpp,file,GT-exp,21,809,A5,t1,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
abseil,cpp,file,GT-exp,21,809,A5,t1,edges,102,edge-vs-full,rq3-ablation.json,oss
abseil,cpp,file,GT-exp,21,809,A5,t1,edges_saved,0,edge-vs-full,rq3-ablation.json,oss
abseil,cpp,file,GT-exp,21,809,A5,t3,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
abseil,cpp,file,GT-exp,21,809,A5,t3,edges,83,edge-vs-full,rq3-ablation.json,oss
abseil,cpp,file,GT-exp,21,809,A5,t3,edges_saved,0,edge-vs-full,rq3-ablation.json,oss
abseil,cpp,file,GT-exp,21,809,A5,t5,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
abseil,cpp,file,GT-exp,21,809,A5,t5,edges,80,edge-vs-full,rq3-ablation.json,oss
abseil,cpp,file,GT-exp,21,809,A5,t5,edges_saved,0,edge-vs-full,rq3-ablation.json,oss
abseil,cpp,file,GT-exp,21,809,A5,t8,edge_f1,0.6018,edge-vs-full,rq3-ablation.json,oss
abseil,cpp,file,GT-exp,21,809,A5,t8,edges,34,edge-vs-full,rq3-ablation.json,oss
abseil,cpp,file,GT-exp,21,809,A5,t8,edges_saved,45,edge-vs-full,rq3-ablation.json,oss
bash,cpp,file,GT-pub,14,373,A5,t0,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
bash,cpp,file,GT-pub,14,373,A5,t0,edges,26,edge-vs-full,rq3-ablation.json,oss
bash,cpp,file,GT-pub,14,373,A5,t0,edges_saved,0,edge-vs-full,rq3-ablation.json,oss
bash,cpp,file,GT-pub,14,373,A5,t1,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
bash,cpp,file,GT-pub,14,373,A5,t1,edges,26,edge-vs-full,rq3-ablation.json,oss
bash,cpp,file,GT-pub,14,373,A5,t1,edges_saved,0,edge-vs-full,rq3-ablation.json,oss
bash,cpp,file,GT-pub,14,373,A5,t3,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
bash,cpp,file,GT-pub,14,373,A5,t3,edges,17,edge-vs-full,rq3-ablation.json,oss
bash,cpp,file,GT-pub,14,373,A5,t3,edges_saved,0,edge-vs-full,rq3-ablation.json,oss
bash,cpp,file,GT-pub,14,373,A5,t5,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
bash,cpp,file,GT-pub,14,373,A5,t5,edges,15,edge-vs-full,rq3-ablation.json,oss
bash,cpp,file,GT-pub,14,373,A5,t5,edges_saved,0,edge-vs-full,rq3-ablation.json,oss
bash,cpp,file,GT-pub,14,373,A5,t8,edge_f1,0.8,edge-vs-full,rq3-ablation.json,oss
bash,cpp,file,GT-pub,14,373,A5,t8,edges,10,edge-vs-full,rq3-ablation.json,oss
bash,cpp,file,GT-pub,14,373,A5,t8,edges_saved,5,edge-vs-full,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A5,t0,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A5,t0,edges,30,edge-vs-full,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A5,t0,edges_saved,0,edge-vs-full,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A5,t0,f1_ref_off,1.0,edge-vs-reference,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A5,t0,f1_ref_on,1.0,edge-vs-reference,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A5,t0,recall_ref_off,1.0,edge-vs-reference,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A5,t0,recall_ref_on,1.0,edge-vs-reference,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A5,t1,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A5,t1,edges,30,edge-vs-full,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A5,t1,edges_saved,0,edge-vs-full,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A5,t1,f1_ref_off,1.0,edge-vs-reference,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A5,t1,f1_ref_on,1.0,edge-vs-reference,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A5,t1,recall_ref_off,1.0,edge-vs-reference,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A5,t1,recall_ref_on,1.0,edge-vs-reference,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A5,t3,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A5,t3,edges,30,edge-vs-full,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A5,t3,edges_saved,0,edge-vs-full,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A5,t3,f1_ref_off,1.0,edge-vs-reference,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A5,t3,f1_ref_on,1.0,edge-vs-reference,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A5,t3,recall_ref_off,1.0,edge-vs-reference,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A5,t3,recall_ref_on,1.0,edge-vs-reference,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A5,t5,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A5,t5,edges,30,edge-vs-full,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A5,t5,edges_saved,0,edge-vs-full,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A5,t5,f1_ref_off,1.0,edge-vs-reference,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A5,t5,f1_ref_on,1.0,edge-vs-reference,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A5,t5,recall_ref_off,1.0,edge-vs-reference,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A5,t5,recall_ref_on,1.0,edge-vs-reference,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A5,t8,edge_f1,0.0,edge-vs-full,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A5,t8,edges,0,edge-vs-full,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A5,t8,edges_saved,30,edge-vs-full,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A5,t8,f1_ref_off,0.0,edge-vs-reference,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A5,t8,f1_ref_on,1.0,edge-vs-reference,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A5,t8,recall_ref_off,0.0,edge-vs-reference,rq3-ablation.json,oss
eshop,cs,target,GT-doc,9,19,A5,t8,recall_ref_on,1.0,edge-vs-reference,rq3-ablation.json,oss
itk,cpp,file,GT-pub,13,7657,A5,t0,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
itk,cpp,file,GT-pub,13,7657,A5,t0,edges,24,edge-vs-full,rq3-ablation.json,oss
itk,cpp,file,GT-pub,13,7657,A5,t0,edges_saved,0,edge-vs-full,rq3-ablation.json,oss
itk,cpp,file,GT-pub,13,7657,A5,t1,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
itk,cpp,file,GT-pub,13,7657,A5,t1,edges,24,edge-vs-full,rq3-ablation.json,oss
itk,cpp,file,GT-pub,13,7657,A5,t1,edges_saved,0,edge-vs-full,rq3-ablation.json,oss
itk,cpp,file,GT-pub,13,7657,A5,t3,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
itk,cpp,file,GT-pub,13,7657,A5,t3,edges,23,edge-vs-full,rq3-ablation.json,oss
itk,cpp,file,GT-pub,13,7657,A5,t3,edges_saved,0,edge-vs-full,rq3-ablation.json,oss
itk,cpp,file,GT-pub,13,7657,A5,t5,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
itk,cpp,file,GT-pub,13,7657,A5,t5,edges,18,edge-vs-full,rq3-ablation.json,oss
itk,cpp,file,GT-pub,13,7657,A5,t5,edges_saved,0,edge-vs-full,rq3-ablation.json,oss
itk,cpp,file,GT-pub,13,7657,A5,t8,edge_f1,0.8387,edge-vs-full,rq3-ablation.json,oss
itk,cpp,file,GT-pub,13,7657,A5,t8,edges,13,edge-vs-full,rq3-ablation.json,oss
itk,cpp,file,GT-pub,13,7657,A5,t8,edges_saved,5,edge-vs-full,rq3-ablation.json,oss
libxml2,cpp,file,GT-pub,18,82,A5,t0,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
libxml2,cpp,file,GT-pub,18,82,A5,t0,edges,3,edge-vs-full,rq3-ablation.json,oss
libxml2,cpp,file,GT-pub,18,82,A5,t0,edges_saved,0,edge-vs-full,rq3-ablation.json,oss
libxml2,cpp,file,GT-pub,18,82,A5,t1,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
libxml2,cpp,file,GT-pub,18,82,A5,t1,edges,3,edge-vs-full,rq3-ablation.json,oss
libxml2,cpp,file,GT-pub,18,82,A5,t1,edges_saved,0,edge-vs-full,rq3-ablation.json,oss
libxml2,cpp,file,GT-pub,18,82,A5,t3,edge_f1,1.0,edge-vs-full,rq3-ablation.json,oss
libxml2,cpp,file,GT-pub,18,82,A5,t3,edges,3,edge-vs-full,rq3-ablation.json,oss
